OrderNum	EmpID 	Employee Name	Employee Job Title	Sales Region	OrderDate	OrderType	CustomerType	Customer ID	CustName	CustState	ProdCategory	ProdNumber	ProdName	Quantity	 Price 	Discount	 Order Total 
1107113	900013410	Kristen Phillips	Sales Associate III	Southeast	10/26/2021	Retail	Individual	2134	Aindrea Kingaby	Florida	Mineral water	MW132	Mineral Water - Orange -  20oz - case	2	$14.99 	0%	$29.98 
1107114	900018483	Kendra Morales	Senior Sales Associate	S Central East	10/26/2021	Retail	Individual	3710	Christen Loins	Oklahoma	Fitness	FT358	Slam ball - 20 lb	2	$52.95 	0%	$105.90 
1107115	900015105	Sharla Campbell	Sales Representative	Northeast	10/26/2021	Retail	Individual	2866	Dede Templar	New Jersey	Mineral water	MW252	Mineral Water - Raspberry - 32oz - case	3	$20.99 	0%	$62.97 
1107116	900014055	Daniel Phillips	Sales Associate II	Central East	10/26/2021	Retail	Individual	2607	Layney O'Riordan	Virginia	Mineral water	MW132	Mineral Water - Orange -  20oz - case	4	$14.99 	0%	$59.96 
1107117	900013621	Hannah Rosenstock	Sales Associate	Southwest	10/26/2021	Retail	Individual	1113	Odo Rummer	California	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	3	$20.99 	0%	$62.97 
1107118	900015696	Greg Wood	Sales Associate I	S Central West	10/26/2021	Retail	Individual	1433	Lemar Judgkins	Colorado	Fitness	FT139	Insulated water bottle - 24oz -Blue	1	$19.99 	0%	$19.99 
1107119	900017953	Carrie Jordan	Sales Associate I	S Central West	10/26/2021	Retail	Individual	3039	Hillyer Pead	Colorado	Mineral water	MW122	Mineral Water - Lemon -  20oz - case	3	$14.99 	0%	$44.97 
1107120	900016111	Edward Loveless	Sales Associate I	N Central West	10/26/2021	Retail	Individual	1823	Roderick Winship	South Dakota	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1107121	900012349	Steve Gordon	Sales Associate I	Southeast	10/27/2021	Retail	Individual	2051	Bone Gellion	Florida	Mineral water	MW102	Mineral Water - Natural - 20oz - case	5	$12.99 	0%	$64.95 
1107122	900011701	Susan Dixon	Sales Representative	Southeast	10/27/2021	Retail	Individual	3746	Othilie Lakes	Florida	Mineral water	MW122	Mineral Water - Blueberry - 32oz - case	3	$20.99 	0%	$62.97 
1107123	900013621	Hannah Rosenstock	Sales Associate	Southwest	10/28/2021	Retail	Individual	1537	Miguel McCobb	California	Supplements	SP120	Multivitamin - 180 capsules	2	$27.50 	0%	$55.00 
1107124	900016439	Alyssa Jackson	Sales Associate IV	Northeast	10/28/2021	Retail	Individual	3201	Archy Crohan	Connecticut	Supplements	SP306	Vitamin C-1000 mg - 80 tablets	2	$9.49 	0%	$18.98 
1107125	900012320	Mary Hamilton	Sales Associate	S Central West	10/28/2021	Wholesale	Business	2265	Bernier LLC	Arizona	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	141	$14.99 	2%	"$2,113.57 "
1107126	900018712	Dru Clingman	Sales Associate II	S Central East	10/28/2021	Retail	Individual	3054	Filmore Reay	Oklahoma	Mineral water	MW262	Mineral Water - Strawberry - 32oz - case	3	$20.99 	0%	$62.97 
1107127	900014621	Shantel Francis	Sales Associate II	Northeast	10/28/2021	Retail	Business	1462	Carroll Group	New York	Mineral water	MW272	Mineral Water - Cranberry - 32oz - case	100	$20.99 	0%	"$2,099.00 "
1107128	900015499	Lauren Skip	Senior Sales Associate	N Central East	10/28/2021	Retail	Individual	2959	Selby Stranahan	Indiana	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1107129	900015003	Cynthia Cash	Sales Associate III	Southeast	10/28/2021	Wholesale	Business	3523	Predovic LLC	Georgia	Mineral water	MW282	Mineral Water - Mango - 32oz - case	111	$20.99 	13%	"$2,329.76 "
1107130	900010859	Nick Chen	Sales Representative	S Central East	10/29/2021	Retail	Individual	3891	Viviyan De Micoli	Texas	Supplements	SP305	Magnesium 250 mg - 160 tablets	2	$32.65 	0%	$65.30 
1107131	900017067	Christy Beedom	Senior Sales Representative	Southwest	10/29/2021	Retail	Individual	4069	Gardie Morriss	California	Mineral water	MW242	Mineral Water - Peach -32oz - case	2	$20.99 	0%	$41.98 
1107132	900017953	Carrie Jordan	Sales Associate I	S Central West	10/29/2021	Retail	Individual	3184	Lissa Hatchell	Utah	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	2	$14.99 	0%	$29.98 
1107133	900018483	Kendra Morales	Senior Sales Associate	S Central East	10/29/2021	Retail	Individual	3584	Lauri Richter	Louisiana	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	2	$14.99 	0%	$29.98 
1107134	900010453	Sean Fetterman	Senior Sales Representative	Central East	10/29/2021	Retail	Individual	1347	Eamon Salway	Tennessee	Fitness	FT871	Battle rope - 2 inch	1	$120.25 	0%	$120.25 
1107135	900017953	Carrie Jordan	Sales Associate I	S Central West	10/29/2021	Retail	Individual	1572	Hope Trask	Arizona	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	2	$12.49 	0%	$24.98 
1107136	900010453	Sean Fetterman	Senior Sales Representative	Central East	10/30/2021	Wholesale	Business	2989	Reilly Group	Virginia	Mineral water	MW152	Mineral Water - Raspberry -  20oz - case	120	$14.99 	1%	"$1,798.79 "
1107137	900011701	Susan Dixon	Sales Representative	Southeast	10/30/2021	Retail	Individual	1505	Bennie Petera	Georgia	Fitness	FT350	Kettlebell - 30 lb	1	$79.99 	0%	$79.99 
1107138	900013649	John Ashwin	Senior Sales Representative	Central East	10/30/2021	Retail	Individual	3331	Glenine Bruniges	North Carolina	Supplements	SP604	"Vitamin A 10,000 IU - 75 capsules"	2	$6.85 	0%	$13.70 
1107139	900014055	Daniel Phillips	Sales Associate II	Central East	10/30/2021	Wholesale	Business	1300	Greenfelder Inc	Tennessee	Supplements	SP602	Iron 65 mg - 150 capsules	176	$6.95 	3%	"$1,223.17 "
1107140	900016439	Alyssa Jackson	Sales Associate IV	Northeast	10/30/2021	Retail	Individual	1256	Virginie Fadian	New York	Fitness	FT598	Kettlebell - 15 lb	2	$49.99 	0%	$99.98 
1107141	900011079	Marla Phifer	Sales Representative	Southwest	10/30/2021	Retail	Individual	3568	Joannes Asel	California	Supplements	SP303	Multivitamin - 120 capsules	1	$21.60 	0%	$21.60 
1107142	900010428	Cory Hall	Sales Representative	N Central East	10/31/2021	Retail	Individual	2970	Shela Welman	Ohio	Fitness	FT357	Kettlebell - 25 lb	1	$69.99 	0%	$69.99 
1107143	900017067	Christy Beedom	Senior Sales Representative	Southwest	10/31/2021	Retail	Individual	3739	Ajay Albers	California	Supplements	SP120	Multivitamin - 180 capsules	1	$27.50 	0%	$27.50 
1107144	900014621	Shantel Francis	Sales Associate II	Northeast	10/31/2021	Retail	Individual	1871	Franny McCarver	Pennsylvania	Supplements	SP125	Vitamin B-complex - 100 capsules	2	$13.45 	0%	$26.90 
1107145	900014621	Shantel Francis	Sales Associate II	Northeast	10/31/2021	Retail	Individual	1893	Wren Rowlstone	New York	Fitness	FT258	Resistance bands - 50 lb	1	$14.99 	0%	$14.99 
1107146	900013410	Kristen Phillips	Sales Associate III	Southeast	10/31/2021	Retail	Individual	1118	Dante Whittington	Alabama	Supplements	SP120	Multivitamin - 180 capsules	1	$27.50 	0%	$27.50 
1107147	900015961	Wynona Smith	Sales Associate III	Northeast	10/31/2021	Retail	Individual	1426	Lorena Dibb	Connecticut	Supplements	SP607	Vitamin B-complex - 200 capsules	1	$24.10 	0%	$24.10 
1107148	900012203	Christen Barrett	Sales Associate I	S Central East	10/31/2021	Wholesale	Business	4113	Daniel Inc	Texas	Supplements	SP602	Iron 65 mg - 150 capsules	123	$6.95 	7%	$854.78 
1107149	900019273	Michelle Howard	Sales Representative	Central East	10/31/2021	Retail	Individual	3423	Randall Brusin	Tennessee	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	1	$12.49 	0%	$12.49 
1107150	900013649	John Ashwin	Senior Sales Representative	Central East	11/4/2021	Retail	Individual	3933	Lea Poland	Kentucky	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	1	$14.99 	0%	$14.99 
1107151	900017953	Carrie Jordan	Sales Associate I	S Central West	11/5/2021	Retail	Individual	3955	Sid Virgo	Colorado	Supplements	SP607	Vitamin B-complex - 200 capsules	2	$24.10 	0%	$48.20 
1107152	900018483	Kendra Morales	Senior Sales Associate	S Central East	11/5/2021	Wholesale	Business	2232	Smith LLC	Texas	Supplements	SP603	Calcium 400 IU - 200 tablets	111	$16.99 	11%	"$1,885.78 "
1107153	900014055	Daniel Phillips	Sales Associate II	Central East	11/5/2021	Retail	Individual	2249	Elvina Nornasell	Virginia	Mineral water	MW172	Mineral Water - Cranberry -  20oz - case	5	$14.99 	0%	$74.95 
1107154	900015499	Lauren Skip	Senior Sales Associate	N Central East	11/5/2021	Retail	Individual	1840	Celestina McGahern	Minnesota	Fitness	FT485	Yoga ball - 65cm	1	$22.79 	0%	$22.79 
1107155	900011079	Marla Phifer	Sales Representative	Southwest	11/5/2021	Retail	Individual	2272	Theadora Pavlov	California	Supplements	SP309	"Vitamin A 10,000 IU - 125 capsules"	1	$11.05 	0%	$11.05 
1107156	900014621	Shantel Francis	Sales Associate II	Northeast	11/5/2021	Wholesale	Business	1648	Bode Group	Connecticut	Supplements	SP201	Calcium 400 IU - 140 tablets	118	$12.99 	11%	"$1,532.71 "
1107157	900013649	John Ashwin	Senior Sales Representative	Central East	11/5/2021	Wholesale	Business	1138	Kunde Group	North Carolina	Mineral water	MW102	Mineral Water - Natural - 20oz - case	151	$12.99 	11%	"$1,961.38 "
1107158	900014055	Daniel Phillips	Sales Associate II	Central East	11/5/2021	Wholesale	Business	2708	Morissette LLC	Maryland	Supplements	SP601	Multivitamin - 90 capsules	92	$18.44 	8%	"$1,696.40 "
1107159	900016320	Paul Turner	Sales Associate II	S Central East	11/6/2021	Wholesale	Business	3053	Cassin Inc	Missouri	Mineral water	MW272	Mineral Water - Cranberry - 32oz - case	122	$20.99 	2%	"$2,560.76 "
1107160	900012283	Nicole Hansen	Sales Associate	N Central East	11/6/2021	Retail	Individual	1565	Fiorenze Uebel	Ohio	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	1	$8.99 	0%	$8.99 
1107161	900015499	Lauren Skip	Senior Sales Associate	N Central East	11/6/2021	Retail	Individual	3887	Jaquenetta Ginley	Ohio	Supplements	SP120	Multivitamin - 180 capsules	1	$27.50 	0%	$27.50 
1107162	900012203	Christen Barrett	Sales Associate I	S Central East	11/7/2021	Retail	Individual	2036	Knox Bulford	Missouri	Supplements	SP125	Vitamin B-complex - 100 capsules	1	$13.45 	0%	$13.45 
1107163	900018483	Kendra Morales	Senior Sales Associate	S Central East	11/7/2021	Retail	Individual	1155	Jorrie McManamen	Texas	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	1	$14.60 	0%	$14.60 
1107164	900015003	Cynthia Cash	Sales Associate III	Southeast	11/7/2021	Retail	Individual	3393	Dierdre Wagg	Georgia	Supplements	SP204	Vitamin D3 1000 IU - 100 capsules	2	$6.99 	0%	$13.98 
1107165	900010859	Nick Chen	Sales Representative	S Central East	11/7/2021	Wholesale	Business	2850	Nadias Café	Texas	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	179	$20.99 	14%	"$3,757.07 "
1107166	900012746	Becky Allen	Senior Sales Representative	N Central East	11/7/2021	Retail	Individual	2338	Shae Iorillo	Ohio	Fitness	FT544	Resistance bands - 20 lb	1	$11.99 	0%	$11.99 
1107167	900014055	Daniel Phillips	Sales Associate II	Central East	11/7/2021	Retail	Individual	2701	Blinny Worsall	District of Columbia	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	1	$14.60 	0%	$14.60 
1107168	900012349	Steve Gordon	Sales Associate I	Southeast	11/7/2021	Retail	Individual	3750	Bryanty Issit	Alabama	Supplements	SP120	Multivitamin - 180 capsules	1	$27.50 	0%	$27.50 
1107169	900012281	Logan Augur	Sales Associate I	S Central West	11/7/2021	Retail	Individual	2002	Idalia Arnowitz	Colorado	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	4	$20.99 	0%	$83.96 
1107170	900010859	Nick Chen	Sales Representative	S Central East	11/8/2021	Retail	Individual	2667	Barney Watkiss	Arkansas	Fitness	FT300	Kettlebell - 10 lb	1	$39.99 	0%	$39.99 
1107171	900019334	Mitch White	Sales Associate I	Southeast	11/8/2021	Retail	Individual	3594	Sharai Sigg	Georgia	Mineral water	MW232	Mineral Water - Orange - 32oz - case	4	$20.99 	0%	$83.96 
1107172	900019019	Tiffany Cooper	Senior Sales Associate	S Central East	11/8/2021	Wholesale	Business	2402	Daugherty Group	Texas	Fitness	FT422	Battle rope - 1.5 inch	110	$90.55 	6%	"$9,960.44 "
1107173	900015696	Greg Wood	Sales Associate I	S Central West	11/8/2021	Retail	Individual	2551	Sky Moxom	Utah	Supplements	SP603	Calcium 400 IU - 200 tablets	2	$16.99 	0%	$33.98 
1107174	900016439	Alyssa Jackson	Sales Associate IV	Northeast	11/8/2021	Retail	Individual	1629	Morgan Manske	Massachusetts	Fitness	FT530	Resistance bands - 30 lb	1	$12.99 	0%	$12.99 
1107175	900012506	Lisa Sanchez	Sales Associate V	N Central East	11/8/2021	Retail	Individual	4115	Nari Sexcey	Michigan	Fitness	FT825	Yoga block - 3 inch	4	$7.00 	0%	$28.00 
1107176	900012995	Brenda Johnson	Senior Sales Representative	Central East	11/8/2021	Retail	Individual	1993	Daisie Connelly	District of Columbia	Fitness	FT577	Slam ball - 10 lb	1	$46.95 	0%	$46.95 
1107177	900015105	Sharla Campbell	Sales Representative	Northeast	11/9/2021	Retail	Individual	1504	Cherilyn Chimenti	New York	Mineral water	MW102	Mineral Water - Natural - 20oz - case	1	$12.99 	0%	$12.99 
1107178	900013621	Hannah Rosenstock	Sales Associate	Southwest	11/9/2021	Wholesale	Business	3997	Stoltenberg Group	California	Fitness	FT895	Insulated water bottle - 40oz - Grey	125	$28.79 	14%	"$3,598.61 "
1107179	900014621	Shantel Francis	Sales Associate II	Northeast	11/9/2021	Retail	Individual	3733	Clement Milvarnie	New Jersey	Fitness	FT280	Slam ball - 5 lb	1	$43.95 	0%	$43.95 
1107180	900011079	Marla Phifer	Sales Representative	Southwest	11/9/2021	Retail	Individual	2219	Wallis Form	Nevada	Mineral water	MW242	Mineral Water - Peach -32oz - case	2	$20.99 	0%	$41.98 
1107181	900012746	Becky Allen	Senior Sales Representative	N Central East	11/9/2021	Retail	Individual	1576	Oralle Phythian	Indiana	Mineral water	MW132	Mineral Water - Orange -  20oz - case	2	$14.99 	0%	$29.98 
1107182	900019334	Mitch White	Sales Associate I	Southeast	11/10/2021	Retail	Individual	1647	Carley Boydell	Georgia	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	2	$14.60 	0%	$29.20 
1107183	900011701	Susan Dixon	Sales Representative	Southeast	11/10/2021	Retail	Individual	1992	Dido Thomazet	Georgia	Mineral water	MW202	Mineral Water - Natural -  32oz - case	1	$16.99 	0%	$16.99 
1107184	900010428	Cory Hall	Sales Representative	N Central East	11/10/2021	Retail	Individual	1803	Haley Carff	Ohio	Supplements	SP305	Magnesium 250 mg - 160 tablets	1	$32.65 	0%	$32.65 
1107185	900010859	Nick Chen	Sales Representative	S Central East	11/10/2021	Wholesale	Business	3944	Shanahan Foods	Louisiana	Supplements	SP306	Vitamin C-1000 mg - 80 tablets	86	$9.49 	1%	$816.13 
1107186	900012506	Lisa Sanchez	Sales Associate V	N Central East	11/10/2021	Retail	Individual	3234	Ed Tabart	Michigan	Supplements	SP123	Magnesium 250 mg - 100 tablets	1	$22.35 	0%	$22.35 
1107187	900013649	John Ashwin	Senior Sales Representative	Central East	11/10/2021	Retail	Individual	4118	Dolph Pople	Virginia	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	2	$20.99 	0%	$41.98 
1107188	900019856	Henry Rodriguez	Sales Associate I	Southwest	11/10/2021	Retail	Individual	1464	Ronny Knolles-Green	California	Mineral water	MW152	Mineral Water - Raspberry -  20oz - case	1	$14.99 	0%	$14.99 
1107189	900017067	Christy Beedom	Senior Sales Representative	Southwest	11/10/2021	Wholesale	Business	3664	Hyatt Inc	California	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	104	$8.99 	1%	$934.95 
1107190	900011701	Susan Dixon	Sales Representative	Southeast	11/10/2021	Retail	Individual	1851	Margaux Danielis	Georgia	Fitness	FT434	Insulated water bottle - 24oz - Grey	1	$19.99 	0%	$19.99 
1107191	900016439	Alyssa Jackson	Sales Associate IV	Northeast	11/11/2021	Wholesale	Business	3067	Ziemann Foods	New York	Mineral water	MW162	Mineral Water - Strawberry -  20oz - case	88	$14.99 	9%	"$1,319.03 "
1107192	900016625	Marshal Alexander	Sales Representative	Southeast	11/11/2021	Retail	Individual	3889	Moe Faulo	Florida	Fitness	FT589	Slam ball - 15 lb	1	$49.95 	0%	$49.95 
1107193	900013621	Hannah Rosenstock	Sales Associate	Southwest	11/11/2021	Retail	Individual	2638	Dena Rosberg	California	Mineral water	MW142	Mineral Water - Peach -  20oz - case	4	$14.99 	0%	$59.96 
1107194	900011079	Marla Phifer	Sales Representative	Southwest	11/11/2021	Wholesale	Business	2200	Goyette LLC	California	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	64	$14.60 	4%	$934.36 
1107195	900019019	Tiffany Cooper	Senior Sales Associate	S Central East	11/11/2021	Retail	Individual	1333	Shaine McGrann	Texas	Mineral water	MW222	Mineral Water - Lemon - 32oz - case	1	$20.99 	0%	$20.99 
1107196	900016439	Alyssa Jackson	Sales Associate IV	Northeast	11/11/2021	Retail	Individual	1486	Mikol Yitzhak	Pennsylvania	Supplements	SP203	Vitamin B-complex - 160 capsules	1	$19.52 	0%	$19.52 
1107197	900019856	Henry Rodriguez	Sales Associate I	Southwest	11/11/2021	Wholesale	Business	3235	Parker Inc	California	Supplements	SP123	Magnesium 250 mg - 100 tablets	161	$22.35 	9%	"$3,598.26 "
1107198	900015003	Cynthia Cash	Sales Associate III	Southeast	11/11/2021	Wholesale	Business	1215	Kilback Group	Florida	Mineral water	MW242	Mineral Water - Peach -32oz - case	99	$20.99 	1%	"$2,078.00 "
1107199	900012746	Becky Allen	Senior Sales Representative	N Central East	11/12/2021	Retail	Individual	2155	Megen Colborn	Ohio	Fitness	FT870	Resistance bands - set of 5	2	$55.00 	0%	$110.00 
1107200	900015105	Sharla Campbell	Sales Representative	Northeast	11/12/2021	Retail	Individual	3927	Adel Duberry	New Jersey	Fitness	FT895	Insulated water bottle - 40oz - Grey	1	$28.79 	0%	$28.79 
1107201	900015003	Cynthia Cash	Sales Associate III	Southeast	11/12/2021	Retail	Individual	1672	Marta Diben	Florida	Supplements	SP125	Vitamin B-complex - 100 capsules	1	$13.45 	0%	$13.45 
1107202	900017953	Carrie Jordan	Sales Associate I	S Central West	11/12/2021	Retail	Individual	3918	Jimmy Pidgeley	Utah	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	1	$8.99 	0%	$8.99 
1107203	900015499	Lauren Skip	Senior Sales Associate	N Central East	11/12/2021	Retail	Individual	3213	Gratia Sowle	Indiana	Supplements	SP603	Calcium 400 IU - 200 tablets	1	$16.99 	0%	$16.99 
1107204	900015499	Lauren Skip	Senior Sales Associate	N Central East	11/12/2021	Retail	Individual	2201	Marleah Suggett	Ohio	Mineral water	MW182	Mineral Water - Mango -  20oz - case	3	$14.99 	0%	$44.97 
1107205	900018483	Kendra Morales	Senior Sales Associate	S Central East	11/12/2021	Retail	Individual	2828	Pavlov Jermey	New Mexico	Supplements	SP303	Multivitamin - 120 capsules	2	$21.60 	0%	$43.20 
1107206	900015961	Wynona Smith	Sales Associate III	Northeast	11/12/2021	Retail	Individual	1179	Sibby Fishe	New York	Supplements	SP607	Vitamin B-complex - 200 capsules	1	$24.10 	0%	$24.10 
1107207	900012506	Lisa Sanchez	Sales Associate V	N Central East	11/13/2021	Retail	Individual	3234	Ed Tabart	Michigan	Fitness	FT544	Resistance bands - 20 lb	1	$11.99 	0%	$11.99 
1107208	900010859	Nick Chen	Sales Representative	S Central East	11/13/2021	Retail	Individual	3328	Kennith McCulley	Mississippi	Supplements	SP125	Vitamin B-complex - 100 capsules	2	$13.45 	0%	$26.90 
1107209	900010453	Sean Fetterman	Senior Sales Representative	Central East	11/13/2021	Retail	Individual	3290	Rey Attersoll	Tennessee	Fitness	FT895	Insulated water bottle - 40oz - Grey	1	$28.79 	0%	$28.79 
1107210	900012349	Steve Gordon	Sales Associate I	Southeast	11/13/2021	Retail	Individual	2420	Perry Brace	South Carolina	Supplements	SP123	Magnesium 250 mg - 100 tablets	2	$22.35 	0%	$44.70 
1107211	900011079	Marla Phifer	Sales Representative	Southwest	11/13/2021	Retail	Individual	2190	Salomon Griswood	California	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	1	$14.60 	0%	$14.60 
1107212	900012283	Nicole Hansen	Sales Associate	N Central East	11/13/2021	Retail	Individual	2357	Saloma Hannaford	Indiana	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	1	$14.60 	0%	$14.60 
1107213	900015499	Lauren Skip	Senior Sales Associate	N Central East	11/13/2021	Retail	Individual	3993	Torrie Coytes	Minnesota	Mineral water	MW102	Mineral Water - Natural - 20oz - case	2	$12.99 	0%	$25.98 
1107214	900018684	Vincent Wright	Sales Associate IV	N Central East	11/14/2021	Retail	Individual	4059	Gardy Fairfoot	Iowa	Supplements	SP201	Calcium 400 IU - 140 tablets	2	$12.99 	0%	$25.98 
1107215	900014055	Daniel Phillips	Sales Associate II	Central East	11/14/2021	Retail	Individual	2365	Diana Sollett	Virginia	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	2	$12.49 	0%	$24.98 
1107216	900014055	Daniel Phillips	Sales Associate II	Central East	11/14/2021	Retail	Individual	4072	Ashlee Ghiron	West Virginia	Supplements	SP204	Vitamin D3 1000 IU - 100 capsules	2	$6.99 	0%	$13.98 
1107217	900014055	Daniel Phillips	Sales Associate II	Central East	11/14/2021	Wholesale	Business	2004	Lebsack LLC	Virginia	Supplements	SP602	Iron 65 mg - 150 capsules	143	$6.95 	10%	$993.75 
1107218	900011701	Susan Dixon	Sales Representative	Southeast	11/14/2021	Retail	Individual	2224	Jobie Pinchen	Alabama	Supplements	SP120	Multivitamin - 180 capsules	1	$27.50 	0%	$27.50 
1107219	900015961	Wynona Smith	Sales Associate III	Northeast	11/14/2021	Retail	Individual	2635	Andee Ambrosi	New York	Supplements	SP123	Magnesium 250 mg - 100 tablets	2	$22.35 	0%	$44.70 
1107220	900012506	Lisa Sanchez	Sales Associate V	N Central East	11/14/2021	Retail	Individual	1973	Chase Gherardesci	Illinois	Supplements	SP609	Vitamin D3 1000 IU - 160 capsules	2	$8.99 	0%	$17.98 
1107221	900012203	Christen Barrett	Sales Associate I	S Central East	11/15/2021	Retail	Individual	1818	Georgianna Chansonnau	Texas	Supplements	SP304	Flaxseed Oil 1000mg - 90 capsules	1	$12.49 	0%	$12.49 
1107222	900014055	Daniel Phillips	Sales Associate II	Central East	11/16/2021	Wholesale	Business	2957	Torp LLC	Tennessee	Mineral water	MW182	Mineral Water - Mango -  20oz - case	130	$14.99 	6%	"$1,948.64 "
1107223	900013649	John Ashwin	Senior Sales Representative	Central East	11/16/2021	Retail	Individual	1520	Maryellen Pirazzi	West Virginia	Supplements	SP306	Vitamin C-1000 mg - 80 tablets	1	$9.49 	0%	$9.49 
1107224	900010898	Dana Hart	Sales Associate II	Southwest	11/16/2021	Retail	Individual	2041	Stormy Ibbs	California	Fitness	FT525	Yoga mat - 3mm	1	$21.99 	0%	$21.99 
1107225	900018483	Kendra Morales	Senior Sales Associate	S Central East	11/16/2021	Retail	Individual	2612	Garrett Chaloner	Texas	Fitness	FT337	Yoga block - 4 inch	2	$9.00 	0%	$18.00 
1107226	900012995	Brenda Johnson	Senior Sales Representative	Central East	11/16/2021	Retail	Individual	3069	Siouxie Chattington	Tennessee	Fitness	FT525	Yoga mat - 3mm	1	$21.99 	0%	$21.99 
1107227	900013621	Hannah Rosenstock	Sales Associate	Southwest	11/16/2021	Retail	Individual	3170	Griz Crufts	California	Supplements	SP126	Vitamin C-1000 mg - 140 tablets	1	$14.60 	0%	$14.60 
1107228	900012283	Nicole Hansen	Sales Associate	N Central East	11/16/2021	Retail	Business	3026	Romaguera Inc	Michigan	Mineral water	MW262	Mineral Water - Strawberry - 32oz - case	65	$20.99 	0%	"$1,364.35 "
1107229	900014621	Shantel Francis	Sales Associate II	Northeast	11/16/2021	Retail	Individual	1868	Cameron Filipiak	New Hampshire	Supplements	SP204	Vitamin D3 1000 IU - 100 capsules	1	$6.99 	0%	$6.99 
1107230	900010428	Cory Hall	Sales Representative	N Central East	11/17/2021	Wholesale	Business	3677	Rosenbaum LLC	Wisconsin	Mineral water	MW142	Mineral Water - Peach -  20oz - case	186	$14.99 	11%	"$2,788.03 "
1107231	900018483	Kendra Morales	Senior Sales Associate	S Central East	11/17/2021	Retail	Individual	3356	Adelheid Spur	Louisiana	Fitness	FT577	Slam ball - 10 lb	1	$46.95 	0%	$46.95 
1107232	900011079	Marla Phifer	Sales Representative	Southwest	11/17/2021	Retail	Individual	1131	Guinna Hanlon	California	Mineral water	MW112	Mineral Water - Blueberry -  20oz - case	1	$14.99 	0%	$14.99 
1107233	900018213	Tony Hendricks	Senior Sales Representative	Central East	11/17/2021	Retail	Individual	2337	Worthington MacGettigen	Maryland	Fitness	FT434	Insulated water bottle - 24oz - Grey	1	$19.99 	0%	$19.99 
1107234	900016320	Paul Turner	Sales Associate II	S Central East	11/17/2021	Retail	Individual	2194	Marylee Gemmill	Louisiana	Supplements	SP607	Vitamin B-complex - 200 capsules	2	$24.10 	0%	$48.20 
1107235	900011701	Susan Dixon	Sales Representative	Southeast	11/18/2021	Wholesale	Business	3192	Nienow Group	Florida	Mineral water	MW272	Mineral Water - Cranberry - 32oz - case	96	$20.99 	15%	"$2,014.89 "
1107236	900012281	Logan Augur	Sales Associate I	S Central West	11/18/2021	Retail	Individual	3869	Clemence McKinstry	Colorado	Fitness	FT422	Battle rope - 1.5 inch	2	$90.55 	0%	$181.10 
1107237	900017067	Christy Beedom	Senior Sales Representative	Southwest	11/18/2021	Retail	Individual	4008	Chickie Pickover	California	Supplements	SP123	Magnesium 250 mg - 100 tablets	2	$22.35 	0%	$44.70 
1107238	900015105	Sharla Campbell	Sales Representative	Northeast	11/18/2021	Retail	Individual	3610	Townsend Enoch	Pennsylvania	Supplements	SP201	Calcium 400 IU - 140 tablets	1	$12.99 	0%	$12.99 
1107239	900015105	Sharla Campbell	Sales Representative	Northeast	11/18/2021	Retail	Individual	2992	Talbot Piscopo	New Jersey	Supplements	SP601	Multivitamin - 90 capsules	2	$18.44 	0%	$36.88 
1107240	900016439	Alyssa Jackson	Sales Associate IV	Northeast	11/18/2021	Retail	Individual	2947	Scottie Winear	Pennsylvania	Mineral water	MW102	Mineral Water - Natural - 20oz - case	3	$12.99 	0%	$38.97 
1107241	900015696	Greg Wood	Sales Associate I	S Central West	11/18/2021	Retail	Individual	3747	Jaquith Aishford	Arizona	Fitness	FT797	Yoga ball - 75cm 	1	$24.79 	0%	$24.79 
1107242	900013649	John Ashwin	Senior Sales Representative	Central East	11/19/2021	Retail	Individual	2913	Lurline Fannin	Virginia	Fitness	FT525	Yoga mat - 3mm	1	$21.99 	0%	$21.99 
1107243	900010859	Nick Chen	Sales Representative	S Central East	11/19/2021	Retail	Individual	3769	Cristi Dorber	Louisiana	Mineral water	MW202	Mineral Water - Natural -  32oz - case	3	$16.99 	0%	$50.97 
